CaseID,Task,Concept,Dest,Cline,Days,State,Amenit,Price,Response
176,10,2,Norway,Carni,7D,Oview,More,$125,0
176,10,3,WCab,Princ,10D,Insid,Few,$200,0
176,10,4,Alask,Princ,9D,Balcon,Few,$175,0
176,11,1,Norway,Holland,7D,Oview,More,$125,0
176,11,2,ECab,Disney,8D,Balcon,Few,$200,1
176,11,3,ECab,Norge,11D,Oview,Few,$150,0
176,11,4,Mex,Royal,10D,Insid,More,$175,0
176,12,1,WCab,Disney,11D,Balcon,More,$150,1
176,12,2,Medit,Holland,8D,Oview,More,$200,0
176,12,3,Norway,Carni,9D,Insid,Few,$175,0
176,12,4,Alask,Royal,10D,Insid,Few,$100,0
176,13,1,Medit,Royal,10D,Insid,More,$125,1
176,13,2,WCab,Norge,7D,Insid,Few,$125,0
176,13,3,Mex,Carni,11D,Balcon,Few,$100,0
176,13,4,ECab,Princ,9D,Oview,More,$175,0
176,14,1,Alask,Holland,8D,Balcon,Few,$175,0
176,14,2,Medit,Carni,8D,Insid,Few,$200,0
176,14,3,Mex,Disney,9D,Balcon,More,$150,0
176,14,4,ECab,Princ,11D,Oview,More,$100,1
176,15,1,Mex,Holland,7D,Balcon,More,$175,0
176,15,2,WCab,Norge,10D,Oview,Few,$150,0
176,15,3,Alask,Disney,7D,Oview,Few,$100,1
176,15,4,Norway,Princ,9D,Insid,More,$200,0
179,1,1,ECab,Norge,11D,Balcon,More,$100,1
179,1,2,Mex,Disney,7D,Insid,Few,$125,0
179,1,3,Medit,Royal,8D,Oview,More,$200,0
179,1,4,Norway,Royal,10D,Oview,Few,$175,0
179,2,1,ECab,Princ,10D,Insid,Few,$125,0
179,2,2,WCab,Norge,7D,Insid,More,$175,0
179,2,3,Mex,Holland,9D,Oview,Few,$150,0
179,2,4,Alask,Carni,11D,Balcon,More,$100,1
179,3,1,Norway,Holland,11D,Balcon,Few,$200,0
179,3,2,WCab,Norge,8D,Oview,More,$125,1
179,3,3,ECab,Carni,7D,Balcon,Few,$200,0
179,3,4,Alask,Carni,10D,Insid,More,$150,0
179,4,1,Alask,Disney,10D,Oview,More,$200,0
179,4,2,Alask,Royal,8D,Balcon,Few,$125,1
179,4,3,Medit,Princ,11D,Insid,More,$175,0
179,4,4,Norway,Princ,9D,Balcon,Few,$100,0
179,5,1,WCab,Royal,11D,Balcon,Few,$200,0
179,5,2,WCab,Princ,7D,Oview,More,$125,1
179,5,3,Mex,Disney,10D,Insid,More,$100,0
179,5,4,Medit,Holland,9D,Oview,Few,$150,0
179,6,1,Mex,Norge,9D,Insid,Few,$200,0
179,6,2,ECab,Holland,11D,Oview,More,$150,0
179,6,3,Norway,Carni,7D,Insid,Few,$175,0
179,6,4,Medit,Disney,8D,Balcon,More,$100,1
179,7,1,Mex,Carni,8D,Balcon,More,$175,1
179,7,2,WCab,Royal,10D,Insid,Few,$100,0
179,7,3,ECab,Disney,7D,Oview,Few,$150,0
179,7,4,Norway,Holland,10D,Insid,More,$125,0
179,8,1,Medit,Disney,11D,Insid,Few,$100,0
179,8,2,Alask,Norge,9D,Oview,More,$150,0
179,8,3,WCab,Carni,8D,Balcon,More,$200,1
179,8,4,Norway,Princ,9D,Balcon,Few,$125,0
179,9,1,ECab,Holland,10D,Balcon,Few,$100,1
179,9,2,Mex,Princ,7D,Insid,More,$200,0
179,9,3,Mex,Princ,11D,Oview,Few,$150,0
179,9,4,Medit,Royal,7D,Oview,More,$175,0
179,10,1,Norway,Princ,11D,Oview,More,$200,0
179,10,2,Alask,Carni,9D,Insid,Few,$125,0
179,10,3,Medit,Disney,7D,Balcon,More,$150,1
179,10,4,ECab,Royal,10D,Insid,Few,$175,0
179,11,1,WCab,Norge,8D,Oview,More,$175,0
179,11,2,ECab,Carni,8D,Oview,Few,$100,0
179,11,3,Medit,Royal,10D,Balcon,More,$150,1
179,11,4,WCab,Holland,7D,Balcon,Few,$200,0
179,12,1,Mex,Norge,8D,Balcon,More,$125,1
179,12,2,Alask,Princ,11D,Oview,Few,$175,0
179,12,3,Mex,Disney,7D,Insid,More,$150,0
179,12,4,Medit,Holland,10D,Insid,Few,$200,0
179,13,1,Norway,Norge,11D,Oview,Few,$100,0
179,13,2,Mex,Holland,7D,Balcon,Few,$175,0
179,13,3,ECab,Carni,9D,Balcon,More,$100,1
179,13,4,Norway,Carni,8D,Insid,More,$200,0
179,14,1,WCab,Holland,10D,Oview,Few,$125,0
179,14,2,Medit,Disney,9D,Balcon,More,$175,1
179,14,3,Alask,Princ,10D,Insid,More,$150,0
179,14,4,WCab,Royal,11D,Oview,Few,$125,0
179,15,1,Mex,Princ,8D,Insid,Few,$200,0
179,15,2,ECab,Norge,7D,Oview,More,$150,0
179,15,3,Medit,Royal,9D,Balcon,Few,$100,1
179,15,4,Alask,Princ,11D,Insid,More,$175,0
180,1,1,Norway,Disney,7D,Oview,More,$100,0
180,1,2,Mex,Holland,9D,Insid,Few,$125,0
180,1,3,Alask,Royal,8D,Insid,Few,$150,0
180,1,4,ECab,Norge,10D,Balcon,Few,$200,1
180,2,1,WCab,Disney,8D,Oview,More,$175,1
180,2,2,ECab,Carni,7D,Insid,Few,$150,0
180,2,3,Alask,Princ,9D,Balcon,More,$125,0
180,2,4,Norway,Holland,11D,Balcon,More,$100,0
180,3,1,WCab,Norge,10D,Oview,More,$200,1
180,3,2,Medit,Carni,7D,Balcon,Few,$125,0
180,3,3,ECab,Royal,9D,Oview,Few,$175,0
180,3,4,Norway,Norge,11D,Insid,More,$150,0
180,4,1,Mex,Disney,10D,Balcon,Few,$150,0
180,4,2,Alask,Disney,9D,Insid,Few,$100,0
180,4,3,Medit,Royal,8D,Oview,More,$200,1
180,4,4,Mex,Princ,7D,Oview,More,$100,0
180,5,1,WCab,Holland,8D,Insid,Few,$200,0
180,5,2,ECab,Carni,9D,Balcon,More,$175,1
180,5,3,Norway,Holland,10D,Oview,More,$125,0
180,5,4,Alask,Princ,11D,Balcon,Few,$200,0
180,6,1,Medit,Royal,8D,Balcon,More,$125,1
180,6,2,Medit,Holland,8D,Insid,More,$150,0
180,6,3,WCab,Norge,11D,Insid,Few,$175,0
180,6,4,Norway,Carni,10D,Oview,Few,$200,0
180,7,1,Mex,Disney,10D,Balcon,Few,$150,1
180,7,2,ECab,Princ,7D,Insid,More,$125,0
180,7,3,Mex,Norge,7D,Oview,More,$100,0
180,7,4,WCab,Royal,9D,Insid,Few,$100,0
180,8,1,WCab,Carni,11D,Balcon,More,$175,0
180,8,2,Norway,Disney,10D,Oview,Few,$175,1
180,8,3,ECab,Princ,8D,Insid,Few,$125,0
180,8,4,Alask,Royal,9D,Balcon,More,$150,0
180,9,1,Mex,Norge,9D,Balcon,More,$100,1
180,9,2,Norway,Carni,11D,Insid,More,$150,0
180,9,3,Alask,Disney,7D,Oview,Few,$200,0
180,9,4,Medit,Holland,11D,Oview,Few,$175,0
180,10,1,Norway,Carni,7D,Balcon,Few,$175,1
180,10,2,ECab,Disney,11D,Oview,More,$125,0
180,10,3,WCab,Norge,10D,Insid,More,$200,0
180,10,4,Alask,Royal,8D,Balcon,Few,$100,0
180,11,1,Medit,Disney,9D,Insid,Few,$150,1
180,11,2,Alask,Holland,10D,Balcon,More,$175,0
180,11,3,ECab,Princ,11D,Oview,Few,$125,0
180,11,4,Medit,Carni,7D,Insid,More,$100,0
180,12,1,Mex,Norge,9D,Insid,Few,$200,0
180,12,2,Norway,Princ,8D,Oview,More,$150,0
180,12,3,Alask,Disney,11D,Oview,More,$125,1
180,12,4,ECab,Holland,10D,Balcon,Few,$150,0
180,13,1,Norway,Princ,9D,Oview,Few,$100,0
180,13,2,Medit,Royal,11D,Oview,Few,$200,1
180,13,3,WCab,Royal,7D,Insid,More,$175,0
180,13,4,Mex,Holland,8D,Balcon,More,$175,0
180,14,1,Medit,Princ,7D,Insid,More,$100,0
180,14,2,ECab,Norge,9D,Balcon,More,$150,1
180,14,3,ECab,Disney,8D,Balcon,Few,$125,0
180,14,4,WCab,Carni,10D,Insid,Few,$150,0
180,15,1,Alask,Royal,10D,Insid,More,$125,0
180,15,2,ECab,Princ,7D,Oview,Few,$200,0
180,15,3,Norway,Holland,9D,Oview,Few,$175,0
180,15,4,WCab,Carni,8D,Balcon,More,$100,1
181,1,1,Mex,Disney,11D,Oview,Few,$100,0
181,1,2,Mex,Royal,11D,Balcon,More,$200,1
181,1,3,WCab,Holland,8D,Oview,Few,$150,0
181,1,4,Medit,Norge,7D,Insid,Few,$125,0
181,2,1,ECab,Holland,8D,Insid,Few,$125,0
181,2,2,Alask,Norge,10D,Balcon,Few,$100,0
181,2,3,Norway,Princ,10D,Insid,More,$175,1
181,2,4,Mex,Carni,9D,Oview,More,$150,0
181,3,1,WCab,Disney,9D,Balcon,Few,$100,0
181,3,2,Norway,Royal,9D,Oview,Few,$150,0
181,3,3,WCab,Carni,10D,Balcon,More,$200,1
181,3,4,Medit,Norge,11D,Insid,More,$175,0
181,4,1,ECab,Royal,11D,Insid,Few,$125,1
181,4,2,Medit,Carni,10D,Balcon,More,$125,0
181,4,3,Mex,Norge,7D,Balcon,Few,$175,0
181,4,4,Alask,Disney,8D,Oview,More,$200,0
181,5,1,Mex,Holland,9D,Insid,More,$175,1
181,5,2,Alask,Carni,10D,Oview,Few,$100,0
181,5,3,Alask,Princ,7D,Oview,More,$200,0
181,5,4,Norway,Royal,11D,Insid,More,$150,0
181,6,1,Medit,Holland,7D,Balcon,More,$200,0
181,6,2,Norway,Princ,9D,Insid,Few,$200,0
181,6,3,WCab,Disney,8D,Balcon,Few,$175,0
181,6,4,ECab,Norge,10D,Oview,More,$100,1
181,7,1,Norway,Holland,7D,Balcon,More,$125,0
181,7,2,WCab,Royal,11D,Insid,Few,$100,1
181,7,3,Alask,Norge,11D,Oview,Few,$175,0
181,7,4,Medit,Disney,8D,Balcon,More,$150,0
181,8,1,Mex,Carni,8D,Oview,More,$125,0
181,8,2,ECab,Norge,7D,Oview,More,$200,1
181,8,3,WCab,Princ,9D,Insid,Few,$175,0
181,8,4,Mex,Royal,11D,Balcon,Few,$150,0
181,9,1,WCab,Holland,9D,Insid,More,$125,0
181,9,2,Medit,Princ,10D,Balcon,Few,$150,0
181,9,3,Norway,Carni,10D,Oview,More,$175,0
181,9,4,ECab,Disney,8D,Insid,Few,$100,1
181,10,1,Alask,Carni,7D,Oview,More,$175,0
181,10,2,Norway,Holland,10D,Oview,More,$100,0
181,10,3,Mex,Princ,9D,Balcon,Few,$175,0
181,10,4,WCab,Disney,11D,Insid,Few,$200,1
181,11,1,ECab,Carni,8D,Balcon,Few,$175,1
181,11,2,WCab,Royal,7D,Insid,More,$125,0
181,11,3,Mex,Royal,9D,Balcon,More,$100,0
181,11,4,Medit,Norge,11D,Oview,Few,$125,0
181,12,1,Medit,Princ,7D,Balcon,Few,$150,1
181,12,2,Mex,Norge,8D,Oview,More,$200,0
181,12,3,Norway,Disney,9D,Insid,More,$100,0
181,12,4,Alask,Holland,10D,Insid,Few,$150,0
181,13,1,ECab,Carni,10D,Insid,Few,$200,0
181,13,2,ECab,Holland,11D,Balcon,More,$175,1
181,13,3,Norway,Royal,8D,Balcon,Few,$200,0
181,13,4,Alask,Princ,8D,Oview,More,$125,0
181,14,1,ECab,Norge,7D,Oview,Few,$150,1
181,14,2,Mex,Disney,10D,Insid,Few,$125,0
181,14,3,WCab,Royal,9D,Oview,More,$175,0
181,14,4,WCab,Princ,7D,Balcon,More,$100,0
181,15,1,Alask,Carni,11D,Balcon,More,$150,0
181,15,2,Norway,Norge,8D,Insid,Few,$175,0
181,15,3,Mex,Royal,11D,Insid,Few,$100,1
181,15,4,Medit,Holland,9D,Oview,More,$200,0
184,1,1,WCab,Princ,8D,Balcon,More,$100,1
184,1,2,Alask,Norge,7D,Insid,Few,$175,0
184,1,3,Norway,Disney,11D,Oview,Few,$125,0
184,1,4,ECab,Carni,8D,Balcon,More,$150,0
184,2,1,Mex,Royal,7D,Insid,More,$175,0
184,2,2,ECab,Disney,10D,Balcon,Few,$200,0
184,2,3,Alask,Princ,8D,Oview,Few,$150,0
184,2,4,Medit,Norge,9D,Oview,More,$125,1
184,3,1,WCab,Holland,7D,Insid,More,$125,0
184,3,2,Mex,Carni,10D,Oview,More,$125,1
184,3,3,ECab,Royal,9D,Balcon,Few,$100,0
184,3,4,Norway,Princ,11D,Insid,Few,$150,0
184,4,1,Medit,Holland,11D,Oview,More,$100,0
184,4,2,Alask,Carni,10D,Balcon,Few,$175,0
184,4,3,Medit,Disney,7D,Insid,Few,$200,0
184,4,4,WCab,Royal,8D,Oview,More,$200,1
184,5,1,Norway,Holland,11D,Balcon,Few,$150,0
184,5,2,Norway,Disney,8D,Balcon,Few,$175,0
184,5,3,ECab,Norge,9D,Oview,More,$200,0
184,5,4,Mex,Princ,7D,Insid,More,$125,1
184,6,1,WCab,Norge,10D,Insid,Few,$175,0
184,6,2,Medit,Princ,10D,Balcon,More,$100,1
184,6,3,Alask,Holland,9D,Balcon,More,$175,0
184,6,4,ECab,Carni,11D,Oview,Few,$150,0
184,7,1,Mex,Carni,8D,Insid,Few,$125,0
184,7,2,Norway,Norge,10D,Balcon,Few,$200,0
184,7,3,Alask,Holland,11D,Insid,More,$150,0
184,7,4,WCab,Disney,7D,Oview,More,$100,1
184,8,1,Medit,Holland,7D,Oview,Few,$175,0
184,8,2,Mex,Disney,8D,Insid,More,$200,0
184,8,3,Medit,Royal,11D,Insid,More,$150,0
184,8,4,Norway,Royal,9D,Oview,Few,$125,1
184,9,1,ECab,Holland,9D,Oview,Few,$100,0
184,9,2,Norway,Princ,11D,Balcon,More,$175,0
184,9,3,Alask,Norge,10D,Balcon,More,$125,1
184,9,4,WCab,Royal,8D,Insid,Few,$150,0
184,10,1,Alask,Holland,8D,Oview,More,$125,0
184,10,2,Medit,Carni,11D,Insid,Few,$150,0
184,10,3,WCab,Princ,9D,Balcon,More,$125,1
184,10,4,Medit,Royal,7D,Balcon,Few,$175,0
184,11,1,Mex,Royal,10D,Oview,More,$200,0
184,11,2,Medit,Carni,7D,Oview,More,$175,1
184,11,3,Alask,Norge,9D,Insid,Few,$150,0
184,11,4,Norway,Disney,11D,Insid,Few,$100,0
184,12,1,Mex,Norge,10D,Oview,More,$100,1
184,12,2,WCab,Royal,7D,Oview,Few,$175,0
184,12,3,Norway,Princ,9D,Balcon,More,$150,0
184,12,4,ECab,Holland,8D,Balcon,Few,$125,0
184,13,1,WCab,Holland,9D,Balcon,Few,$100,0
184,13,2,Mex,Princ,10D,Insid,Few,$175,0
184,13,3,Norway,Carni,8D,Oview,More,$200,1
184,13,4,Alask,Disney,11D,Insid,More,$200,0
184,14,1,WCab,Princ,8D,Balcon,Few,$200,0
184,14,2,Medit,Royal,11D,Balcon,Few,$125,1
184,14,3,Mex,Norge,9D,Insid,More,$150,0
184,14,4,ECab,Holland,8D,Insid,More,$125,0
184,15,1,ECab,Carni,11D,Balcon,More,$175,1
184,15,2,Medit,Royal,7D,Insid,Few,$100,0
184,15,3,Alask,Disney,9D,Oview,Few,$200,0
184,15,4,Norway,Norge,11D,Oview,More,$150,0
186,1,1,Norway,Holland,10D,Insid,Few,$125,0
186,1,2,Alask,Disney,8D,Oview,More,$125,0
186,1,3,Norway,Carni,11D,Balcon,More,$100,0
186,1,4,Medit,Princ,7D,Oview,Few,$200,1
186,2,1,Medit,Disney,8D,Balcon,Few,$175,1
186,2,2,WCab,Princ,7D,Oview,More,$175,0
186,2,3,ECab,Royal,9D,Insid,Few,$150,0
186,2,4,Mex,Norge,11D,Balcon,More,$200,0
186,3,1,ECab,Holland,9D,Insid,More,$150,0
186,3,2,Alask,Carni,8D,Balcon,Few,$125,1
186,3,3,Mex,Royal,10D,Oview,Few,$100,0
186,3,4,Norway,Norge,7D,Oview,More,$200,0
186,4,1,Alask,Princ,11D,Insid,More,$100,0
186,4,2,Norway,Princ,9D,Oview,More,$175,0
186,4,3,Medit,Norge,8D,Balcon,Few,$100,1
186,4,4,Mex,Holland,10D,Insid,Few,$150,0
186,5,1,Medit,Carni,10D,Insid,More,$175,1
186,5,2,ECab,Royal,7D,Balcon,Few,$125,0
186,5,3,WCab,Disney,9D,Insid,More,$150,0
186,5,4,ECab,Disney,11D,Oview,Few,$200,0
186,6,1,WCab,Holland,11D,Oview,More,$150,0
186,6,2,Mex,Royal,8D,Insid,More,$200,0
186,6,3,Norway,Norge,7D,Balcon,Few,$125,1
186,6,4,Mex,Royal,9D,Balcon,Few,$175,0
186,7,1,Norway,Princ,10D,Balcon,More,$125,0
186,7,2,Alask,Carni,7D,Insid,Few,$100,1
186,7,3,Alask,Norge,9D,Oview,Few,$100,0
186,7,4,Medit,Holland,11D,Balcon,More,$200,0
186,8,1,ECab,Holland,8D,Oview,Few,$175,0
186,8,2,Norway,Disney,10D,Insid,Few,$175,0
186,8,3,WCab,Carni,8D,Balcon,More,$150,0
186,8,4,Medit,Disney,11D,Insid,More,$125,1
186,9,1,Alask,Royal,7D,Balcon,More,$200,1
186,9,2,ECab,Disney,9D,Oview,Few,$100,0
186,9,3,Mex,Carni,8D,Oview,More,$175,0
186,9,4,WCab,Norge,10D,Insid,Few,$150,0
186,10,1,Mex,Royal,7D,Oview,More,$125,1
186,10,2,Norway,Holland,9D,Insid,More,$100,0
186,10,3,Alask,Royal,11D,Balcon,Few,$150,0
186,10,4,Norway,Princ,10D,Insid,Few,$200,0
186,11,1,WCab,Holland,8D,Balcon,Few,$100,0
186,11,2,ECab,Carni,9D,Insid,More,$175,0
186,11,3,Medit,Disney,8D,Oview,Few,$125,1
186,11,4,Alask,Disney,7D,Insid,More,$150,0
186,12,1,Alask,Princ,11D,Insid,Few,$175,1
186,12,2,Mex,Royal,10D,Insid,More,$200,0
186,12,3,Mex,Norge,11D,Balcon,Few,$175,0
186,12,4,Norway,Carni,7D,Balcon,More,$125,0
186,13,1,Alask,Carni,9D,Balcon,More,$200,0
186,13,2,Medit,Disney,7D,Insid,Few,$200,0
186,13,3,Medit,Princ,10D,Oview,More,$100,1
186,13,4,WCab,Royal,8D,Oview,Few,$150,0
186,14,1,Mex,Norge,8D,Insid,More,$125,1
186,14,2,ECab,Holland,10D,Balcon,Few,$150,0
186,14,3,Norway,Princ,11D,Oview,Few,$150,0
186,14,4,WCab,Holland,9D,Oview,More,$175,0
186,15,1,WCab,Norge,10D,Oview,Few,$125,0
186,15,2,Medit,Carni,7D,Insid,Few,$100,1
186,15,3,ECab,Royal,11D,Oview,More,$100,0
186,15,4,Norway,Disney,8D,Balcon,More,$175,0
188,1,1,ECab,Carni,11D,Oview,Few,$175,0
188,1,2,WCab,Royal,9D,Balcon,Few,$125,0
188,1,3,Medit,Princ,8D,Insid,More,$150,0
188,1,4,Alask,Royal,10D,Balcon,More,$200,1
188,2,1,Mex,Norge,7D,Oview,More,$100,0
188,2,2,WCab,Princ,8D,Insid,More,$200,0
188,2,3,Alask,Holland,8D,Oview,Few,$150,1
188,2,4,ECab,Norge,11D,Insid,Few,$125,0
188,3,1,WCab,Carni,7D,Balcon,More,$125,1
188,3,2,Medit,Disney,11D,Oview,Few,$200,0
188,3,3,ECab,Royal,10D,Balcon,More,$175,0
188,3,4,Norway,Holland,9D,Insid,Few,$150,0
188,4,1,Norway,Norge,10D,Insid,More,$200,1
188,4,2,WCab,Royal,7D,Oview,Few,$150,0
188,4,3,Mex,Princ,8D,Balcon,Few,$100,0
188,4,4,Medit,Carni,9D,Insid,More,$175,0
188,5,1,ECab,Disney,10D,Oview,Few,$100,0
188,5,2,Mex,Holland,11D,Oview,More,$175,0
188,5,3,Alask,Princ,9D,Balcon,Few,$150,0
188,5,4,Norway,Norge,8D,Balcon,More,$125,1
188,6,1,Alask,Royal,11D,Insid,Few,$200,0
188,6,2,WCab,Holland,10D,Balcon,More,$100,1
188,6,3,ECab,Disney,7D,Oview,More,$125,0
188,6,4,Mex,Disney,8D,Balcon,Few,$175,0
188,7,1,Medit,Carni,7D,Insid,More,$150,0
188,7,2,Medit,Princ,11D,Oview,More,$150,0
188,7,3,Norway,Royal,7D,Insid,Few,$100,1
188,7,4,ECab,Norge,9D,Insid,Few,$200,0
188,8,1,Mex,Carni,9D,Oview,More,$175,0
188,8,2,Alask,Carni,11D,Balcon,Few,$200,0
188,8,3,Alask,Princ,11D,Insid,More,$125,1
188,8,4,WCab,Holland,8D,Oview,Few,$100,0
188,9,1,ECab,Norge,9D,Balcon,More,$150,0
188,9,2,Mex,Royal,8D,Insid,Few,$125,0
188,9,3,Norway,Disney,10D,Balcon,More,$200,0
188,9,4,Medit,Holland,10D,Oview,Few,$125,1
188,10,1,Alask,Holland,7D,Oview,More,$100,1
188,10,2,WCab,Princ,8D,Insid,More,$200,0
188,10,3,Mex,Carni,10D,Oview,Few,$125,0
188,10,4,ECab,Royal,7D,Balcon,Few,$175,0
188,11,1,WCab,Holland,11D,Insid,Few,$200,0
188,11,2,WCab,Norge,11D,Balcon,More,$125,0
188,11,3,Alask,Princ,9D,Insid,More,$100,1
188,11,4,Medit,Norge,10D,Balcon,Few,$150,0
188,12,1,ECab,Princ,9D,Insid,More,$200,0
188,12,2,Norway,Disney,8D,Oview,Few,$150,1
188,12,3,Medit,Royal,8D,Balcon,More,$125,0
188,12,4,Alask,Royal,7D,Balcon,Few,$175,0
188,13,1,ECab,Royal,10D,Oview,More,$125,0
188,13,2,Mex,Carni,8D,Oview,More,$175,0
188,13,3,Medit,Norge,11D,Insid,Few,$100,1
188,13,4,WCab,Holland,9D,Oview,More,$150,0
188,14,1,Mex,Princ,8D,Balcon,Few,$200,0
188,14,2,Norway,Disney,11D,Insid,Few,$100,1
188,14,3,WCab,Carni,7D,Oview,Few,$150,0
188,14,4,Medit,Disney,9D,Balcon,More,$125,0
188,15,1,Alask,Princ,10D,Insid,Few,$175,0
188,15,2,Mex,Norge,7D,Oview,Few,$125,0
188,15,3,Mex,Carni,9D,Balcon,More,$100,0
188,15,4,Norway,Holland,11D,Insid,More,$200,1
189,1,1,Norway,Norge,7D,Oview,More,$175,0
189,1,2,ECab,Carni,8D,Insid,More,$125,0
189,1,3,WCab,Disney,9D,Oview,Few,$100,1
189,1,4,ECab,Holland,10D,Balcon,Few,$200,0
189,2,1,Mex,Carni,7D,Insid,More,$200,0
189,2,2,Alask,Royal,10D,Oview,More,$150,0
189,2,3,ECab,Princ,8D,Balcon,Few,$175,1
189,2,4,Medit,Holland,11D,Insid,Few,$125,0
189,3,1,Mex,Royal,9D,Oview,More,$150,0
189,3,2,WCab,Norge,7D,Balcon,Few,$150,1
189,3,3,Medit,Princ,11D,Insid,Few,$100,0
189,3,4,Alask,Disney,8D,Balcon,More,$150,0
189,4,1,Alask,Norge,8D,Insid,More,$125,0
189,4,2,ECab,Holland,7D,Oview,Few,$175,0
189,4,3,Norway,Disney,10D,Balcon,More,$200,0
189,4,4,WCab,Royal,11D,Oview,Few,$200,1
189,5,1,WCab,Norge,8D,Oview,More,$150,1
189,5,2,Norway,Princ,7D,Balcon,More,$175,0
189,5,3,Norway,Carni,9D,Insid,Few,$100,0
189,5,4,Medit,Holland,10D,Balcon,Few,$175,0
189,6,1,Mex,Disney,9D,Insid,Few,$125,0
189,6,2,Medit,Royal,9D,Oview,Few,$200,0
189,6,3,WCab,Carni,10D,Insid,More,$200,1
189,6,4,ECab,Princ,7D,Oview,More,$100,0
189,7,1,Mex,Norge,10D,Insid,Few,$175,0
189,7,2,Medit,Disney,8D,Oview,More,$150,1
189,7,3,Alask,Royal,11D,Balcon,More,$125,0
189,7,4,Alask,Carni,8D,Balcon,Few,$100,0
189,8,1,Alask,Royal,10D,Insid,Few,$125,0
189,8,2,ECab,Princ,11D,Balcon,More,$150,1
189,8,3,ECab,Norge,8D,Oview,Few,$200,0
189,8,4,Norway,Holland,9D,Insid,More,$175,0
189,9,1,Mex,Carni,11D,Balcon,Few,$125,1
189,9,2,Medit,Holland,7D,Insid,More,$100,0
189,9,3,Medit,Princ,9D,Balcon,Few,$150,0
189,9,4,Norway,Disney,11D,Oview,More,$175,0
189,10,1,Alask,Carni,11D,Insid,Few,$150,0
189,10,2,Norway,Norge,10D,Oview,More,$150,0
189,10,3,Mex,Princ,10D,Oview,Few,$175,0
189,10,4,WCab,Holland,9D,Balcon,More,$125,1
189,11,1,Medit,Royal,9D,Insid,Few,$200,0
189,11,2,ECab,Royal,8D,Balcon,More,$175,0
189,11,3,WCab,Disney,11D,Insid,More,$125,1
189,11,4,Norway,Princ,7D,Balcon,Few,$150,0
189,12,1,ECab,Disney,9D,Oview,Few,$125,1
189,12,2,Mex,Holland,10D,Insid,More,$100,0
189,12,3,Alask,Norge,7D,Balcon,More,$175,0
189,12,4,Medit,Carni,8D,Insid,Few,$175,0
189,13,1,Medit,Norge,11D,Oview,Few,$200,0
189,13,2,Norway,Carni,8D,Oview,More,$100,0
189,13,3,Alask,Holland,9D,Balcon,More,$125,0
189,13,4,WCab,Princ,7D,Insid,Few,$100,1
189,14,1,Alask,Disney,10D,Balcon,More,$200,0
189,14,2,Mex,Royal,7D,Oview,Few,$150,0
189,14,3,ECab,Disney,11D,Balcon,Few,$100,1
189,14,4,Norway,Norge,11D,Oview,More,$125,0
189,15,1,ECab,Carni,9D,Balcon,Few,$175,1
189,15,2,Mex,Princ,9D,Insid,More,$200,0
189,15,3,ECab,Princ,8D,Insid,More,$125,0
189,15,4,Medit,Royal,10D,Oview,Few,$150,0
192,1,1,Mex,Holland,9D,Balcon,Few,$125,0
192,1,2,Mex,Disney,10D,Balcon,More,$200,1
192,1,3,Alask,Princ,7D,Insid,More,$100,0
192,1,4,Medit,Norge,8D,Oview,Few,$125,0
192,2,1,Medit,Royal,11D,Oview,Few,$150,0
192,2,2,WCab,Carni,10D,Insid,Few,$150,1
192,2,3,Norway,Holland,8D,Insid,More,$175,0
192,2,4,Mex,Disney,7D,Oview,More,$200,0
192,3,1,ECab,Royal,9D,Balcon,Few,$125,1
192,3,2,Alask,Norge,8D,Balcon,More,$100,0
192,3,3,Medit,Holland,10D,Oview,Few,$200,0
192,3,4,Norway,Disney,11D,Insid,More,$175,0
192,4,1,ECab,Disney,8D,Oview,Few,$100,0
192,4,2,Norway,Carni,7D,Insid,More,$125,0
192,4,3,WCab,Princ,11D,Balcon,Few,$175,1
192,4,4,Mex,Norge,9D,Oview,More,$150,0
192,5,1,Medit,Carni,8D,Balcon,More,$100,0
192,5,2,Alask,Royal,10D,Insid,Few,$125,0
192,5,3,Norway,Carni,9D,Balcon,Few,$150,0
192,5,4,WCab,Princ,11D,Oview,More,$200,1
192,6,1,Mex,Holland,10D,Oview,Few,$100,0
192,6,2,Mex,Norge,11D,Balcon,More,$125,0
192,6,3,WCab,Royal,9D,Insid,Few,$200,0
192,6,4,ECab,Princ,7D,Insid,More,$175,1
192,7,1,ECab,Norge,8D,Oview,Few,$150,1
192,7,2,Norway,Carni,7D,Oview,Few,$200,0
192,7,3,Alask,Royal,8D,Balcon,More,$175,0
192,7,4,Medit,Disney,9D,Insid,More,$100,0
192,8,1,Medit,Norge,7D,Oview,More,$200,0
192,8,2,Norway,Princ,9D,Balcon,Few,$175,0
192,8,3,Alask,Holland,11D,Insid,Few,$150,0
192,8,4,WCab,Royal,10D,Balcon,More,$125,1
192,9,1,Mex,Princ,7D,Insid,Few,$125,0
192,9,2,ECab,Disney,10D,Oview,More,$100,0
192,9,3,WCab,Carni,9D,Balcon,Few,$150,1
192,9,4,Alask,Holland,11D,Insid,More,$175,0
192,10,1,Medit,Holland,7D,Balcon,More,$200,0
192,10,2,ECab,Norge,11D,Insid,More,$100,1
192,10,3,Norway,Princ,10D,Oview,More,$150,0
192,10,4,Mex,Royal,7D,Oview,Few,$175,0
192,11,1,Medit,Holland,9D,Insid,Few,$125,0
